"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 05 19:02:59 CST 2024","Fri Jul 05 19:02:59 CST 2024","0","model_classification","test_model_classification","TestModel_ClassificationAPI","","","test_models_render_model[response0-validata0]",""
